"TIME","GEO","INDIC","S_ADJ","Value","Flag and Footnotes"
"2000M07","Lithuania","Retail confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-20.7",""
"2000M07","Lithuania","Retail confidence indicator","Seasonally adjusted data, not calendar adjusted data","-24.1",""
"2000M07","Lithuania","Consumer confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)",":",""
"2000M07","Lithuania","Consumer confidence indicator","Seasonally adjusted data, not calendar adjusted data",":",""
"2000M07","Lithuania","Services Confidence Indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)",":",""
"2000M07","Lithuania","Services Confidence Indicator","Seasonally adjusted data, not calendar adjusted data",":",""
"2000M08","Estonia","Construction confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-5.3",""
"2000M08","Estonia","Construction confidence indicator","Seasonally adjusted data, not calendar adjusted data","-17.2",""
"2000M08","Estonia","Economic sentiment indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)",":",""
"2000M08","Estonia","Economic sentiment indicator","Seasonally adjusted data, not calendar adjusted data","98.7",""
"2000M08","Estonia","Industrial confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","8.7",""
"2000M08","Estonia","Industrial confidence indicator","Seasonally adjusted data, not calendar adjusted data","6.6",""
"2000M08","Estonia","Retail confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","1.8",""
"2000M08","Estonia","Retail confidence indicator","Seasonally adjusted data, not calendar adjusted data","2.7",""
"2000M08","Estonia","Consumer confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-30.4",""
"2000M08","Estonia","Consumer confidence indicator","Seasonally adjusted data, not calendar adjusted data","-30.2",""
"2000M08","Estonia","Services Confidence Indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)",":",""
"2000M08","Estonia","Services Confidence Indicator","Seasonally adjusted data, not calendar adjusted data",":",""
"2000M08","Latvia","Construction confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-19.8",""
"2000M08","Latvia","Construction confidence indicator","Seasonally adjusted data, not calendar adjusted data","-31.8",""
"2000M08","Latvia","Economic sentiment indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)",":",""
"2000M08","Latvia","Economic sentiment indicator","Seasonally adjusted data, not calendar adjusted data","105.4",""
"2000M08","Latvia","Industrial confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-9.4",""
"2000M08","Latvia","Industrial confidence indicator","Seasonally adjusted data, not calendar adjusted data","-9.1",""
"2000M08","Latvia","Retail confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","10.1",""
"2000M08","Latvia","Retail confidence indicator","Seasonally adjusted data, not calendar adjusted data","9.2",""
"2000M08","Latvia","Consumer confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)",":",""
"2000M08","Latvia","Consumer confidence indicator","Seasonally adjusted data, not calendar adjusted data",":",""
"2000M08","Latvia","Services Confidence Indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)",":",""
"2000M08","Latvia","Services Confidence Indicator","Seasonally adjusted data, not calendar adjusted data",":",""
"2000M08","Lithuania","Construction confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-66.4",""
"2000M08","Lithuania","Construction confidence indicator","Seasonally adjusted data, not calendar adjusted data","-76.2",""
"2000M08","Lithuania","Economic sentiment indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)",":",""
"2000M08","Lithuania","Economic sentiment indicator","Seasonally adjusted data, not calendar adjusted data","95.8",""
"2000M08","Lithuania","Industrial confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-13.9",""
"2000M08","Lithuania","Industrial confidence indicator","Seasonally adjusted data, not calendar adjusted data","-14.9",""
"2000M08","Lithuania","Retail confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-20.7",""
"2000M08","Lithuania","Retail confidence indicator","Seasonally adjusted data, not calendar adjusted data","-24.4",""
"2000M08","Lithuania","Consumer confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)",":",""
"2000M08","Lithuania","Consumer confidence indicator","Seasonally adjusted data, not calendar adjusted data",":",""
"2000M08","Lithuania","Services Confidence Indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)",":",""
"2000M08","Lithuania","Services Confidence Indicator","Seasonally adjusted data, not calendar adjusted data",":",""
"2000M09","Estonia","Construction confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-5.3",""
"2000M09","Estonia","Construction confidence indicator","Seasonally adjusted data, not calendar adjusted data","-16.6",""
"2000M09","Estonia","Economic sentiment indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)",":",""
"2000M09","Estonia","Economic sentiment indicator","Seasonally adjusted data, not calendar adjusted data","99.5",""
"2000M09","Estonia","Industrial confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","9.8",""
"2000M09","Estonia","Industrial confidence indicator","Seasonally adjusted data, not calendar adjusted data","8.1",""
"2000M09","Estonia","Retail confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","1.8",""
"2000M09","Estonia","Retail confidence indicator","Seasonally adjusted data, not calendar adjusted data","2.7",""
"2000M09","Estonia","Consumer confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-30.4",""
"2000M09","Estonia","Consumer confidence indicator","Seasonally adjusted data, not calendar adjusted data","-30.0",""
"2000M09","Estonia","Services Confidence Indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)",":",""
"2000M09","Estonia","Services Confidence Indicator","Seasonally adjusted data, not calendar adjusted data",":",""
"2000M09","Latvia","Construction confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-19.8",""
"2000M09","Latvia","Construction confidence indicator","Seasonally adjusted data, not calendar adjusted data","-31.0",""
"2000M09","Latvia","Economic sentiment indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)",":",""
"2000M09","Latvia","Economic sentiment indicator","Seasonally adjusted data, not calendar adjusted data","105.5",""
"2000M09","Latvia","Industrial confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-9.4",""
"2000M09","Latvia","Industrial confidence indicator","Seasonally adjusted data, not calendar adjusted data","-8.9",""
"2000M09","Latvia","Retail confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","10.1",""
"2000M09","Latvia","Retail confidence indicator","Seasonally adjusted data, not calendar adjusted data","9.5",""
"2000M09","Latvia","Consumer confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)",":",""
"2000M09","Latvia","Consumer confidence indicator","Seasonally adjusted data, not calendar adjusted data",":",""
"2000M09","Latvia","Services Confidence Indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)",":",""
"2000M09","Latvia","Services Confidence Indicator","Seasonally adjusted data, not calendar adjusted data",":",""
"2000M09","Lithuania","Construction confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-66.4",""
"2000M09","Lithuania","Construction confidence indicator","Seasonally adjusted data, not calendar adjusted data","-76.4",""
"2000M09","Lithuania","Economic sentiment indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)",":",""
"2000M09","Lithuania","Economic sentiment indicator","Seasonally adjusted data, not calendar adjusted data","99.7",""
"2000M09","Lithuania","Industrial confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-9.9",""
"2000M09","Lithuania","Industrial confidence indicator","Seasonally adjusted data, not calendar adjusted data","-10.1",""
"2000M09","Lithuania","Retail confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-20.7",""
"2000M09","Lithuania","Retail confidence indicator","Seasonally adjusted data, not calendar adjusted data","-24.6",""
"2000M09","Lithuania","Consumer confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)",":",""
"2000M09","Lithuania","Consumer confidence indicator","Seasonally adjusted data, not calendar adjusted data",":",""
"2000M09","Lithuania","Services Confidence Indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)",":",""
"2000M09","Lithuania","Services Confidence Indicator","Seasonally adjusted data, not calendar adjusted data",":",""
"2000M10","Estonia","Construction confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-5.2",""
"2000M10","Estonia","Construction confidence indicator","Seasonally adjusted data, not calendar adjusted data","-5.5",""
"2000M10","Estonia","Economic sentiment indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)",":",""
"2000M10","Estonia","Economic sentiment indicator","Seasonally adjusted data, not calendar adjusted data","99.6",""
"2000M10","Estonia","Industrial confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","11.0",""
"2000M10","Estonia","Industrial confidence indicator","Seasonally adjusted data, not calendar adjusted data","10.7",""
"2000M10","Estonia","Retail confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","8.4",""
"2000M10","Estonia","Retail confidence indicator","Seasonally adjusted data, not calendar adjusted data","3.6",""
"2000M10","Estonia","Consumer confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-33.6",""
"2000M10","Estonia","Consumer confidence indicator","Seasonally adjusted data, not calendar adjusted data","-33.8",""
"2000M10","Estonia","Services Confidence Indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)",":",""
"2000M10","Estonia","Services Confidence Indicator","Seasonally adjusted data, not calendar adjusted data",":",""
"2000M10","Latvia","Construction confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-40.5",""
"2000M10","Latvia","Construction confidence indicator","Seasonally adjusted data, not calendar adjusted data","-32.5",""
"2000M10","Latvia","Economic sentiment indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)",":",""
"2000M10","Latvia","Economic sentiment indicator","Seasonally adjusted data, not calendar adjusted data","110.0",""
"2000M10","Latvia","Industrial confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-4.0",""
"2000M10","Latvia","Industrial confidence indicator","Seasonally adjusted data, not calendar adjusted data","-1.6",""
"2000M10","Latvia","Retail confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","6.8",""
"2000M10","Latvia","Retail confidence indicator","Seasonally adjusted data, not calendar adjusted data","9.6",""
"2000M10","Latvia","Consumer confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)",":",""
"2000M10","Latvia","Consumer confidence indicator","Seasonally adjusted data, not calendar adjusted data",":",""
"2000M10","Latvia","Services Confidence Indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)",":",""
