Date,OMXV Value,OMXV Change (%),OMXV Daily Change (%),OMX raw,2,,,1,
"07,12,2000",87.99,-12.01,0.8,2000-12-07,12,2000,6246.34,68,
"08,12,2000",88.32,-11.68,0.38,2000-12-08,12,2000,6334.66,69,
"09,12,2000",88.32,-11.68,0,2000-12-09,12,2000,6422.98,70,
"10,12,2000",88.32,-11.68,0,2000-12-10,12,2000,6511.3,71,
"11,12,2000",89.04,-10.96,0.82,2000-12-11,12,2000,6600.34,72,
"12,12,2000",89.54,-10.46,0.56,2000-12-12,12,2000,6689.88,73,
"13,12,2000",90.39,-9.61,0.95,2000-12-13,12,2000,6780.27,74,
"14,12,2000",89.98,-10.02,-0.45,2000-12-14,12,2000,6870.25,75,
"15,12,2000",89.54,-10.46,-0.49,2000-12-15,12,2000,6959.79,76,
"16,12,2000",89.54,-10.46,0,2000-12-16,12,2000,7049.33,77,
"17,12,2000",89.54,-10.46,0,2000-12-17,12,2000,7138.87,78,
"18,12,2000",89.67,-10.33,0.15,2000-12-18,12,2000,7228.54,79,
"19,12,2000",90.11,-9.89,0.49,2000-12-19,12,2000,7318.65,80,
"20,12,2000",90.28,-9.72,0.19,2000-12-20,12,2000,7408.93,81,
"21,12,2000",90.91,-9.09,0.7,2000-12-21,12,2000,7499.84,82,
"22,12,2000",91.32,-8.68,0.45,2000-12-22,12,2000,7591.16,83,
"23,12,2000",91.32,-8.68,0,2000-12-23,12,2000,7682.48,84,
"24,12,2000",91.32,-8.68,0,2000-12-24,12,2000,7773.8,85,
"25,12,2000",91.32,-8.68,0,2000-12-25,12,2000,7865.12,86,
"26,12,2000",91.32,-8.68,0,2000-12-26,12,2000,7956.44,87,
"27,12,2000",90.73,-9.27,-0.65,2000-12-27,12,2000,8047.17,88,
"28,12,2000",91.76,-8.24,1.14,2000-12-28,12,2000,8138.93,89,
"29,12,2000",92.7,-7.3,1.02,2000-12-29,12,2000,8231.63,90,
"30,12,2000",92.7,-7.3,0,2000-12-30,12,2000,8324.33,91,
"31,12,2000",92.7,-7.3,0,2000-12-31,12,2000,8417.03,92,
"01,01,2001",92.7,-7.3,0,2001-01-01,1,2001,92.7,1,91.48945652
"02,01,2001",92.18,-7.82,-0.56,2001-01-02,1,2001,184.88,2,
"03,01,2001",92.42,-7.58,0.26,2001-01-03,1,2001,277.3,3,
"04,01,2001",92.88,-7.12,0.5,2001-01-04,1,2001,370.18,4,
"05,01,2001",92.93,-7.07,0.05,2001-01-05,1,2001,463.11,5,
"06,01,2001",92.93,-7.07,0,2001-01-06,1,2001,556.04,6,
"07,01,2001",92.93,-7.07,0,2001-01-07,1,2001,648.97,7,
"08,01,2001",92.12,-7.88,-0.87,2001-01-08,1,2001,741.09,8,
"09,01,2001",92.46,-7.54,0.37,2001-01-09,1,2001,833.55,9,
"10,01,2001",92,-8,-0.5,2001-01-10,1,2001,925.55,10,
"11,01,2001",93.53,-6.47,1.66,2001-01-11,1,2001,1019.08,11,
"12,01,2001",94.28,-5.72,0.8,2001-01-12,1,2001,1113.36,12,
"13,01,2001",94.28,-5.72,0,2001-01-13,1,2001,1207.64,13,
"14,01,2001",94.28,-5.72,0,2001-01-14,1,2001,1301.92,14,
"15,01,2001",93.16,-6.84,-1.19,2001-01-15,1,2001,1395.08,15,
"16,01,2001",93.62,-6.38,0.49,2001-01-16,1,2001,1488.7,16,
"17,01,2001",94.04,-5.96,0.45,2001-01-17,1,2001,1582.74,17,
"18,01,2001",94.61,-5.39,0.61,2001-01-18,1,2001,1677.35,18,
"19,01,2001",95.9,-4.1,1.36,2001-01-19,1,2001,1773.25,19,
"20,01,2001",95.9,-4.1,0,2001-01-20,1,2001,1869.15,20,
"21,01,2001",95.9,-4.1,0,2001-01-21,1,2001,1965.05,21,
"22,01,2001",97.18,-2.82,1.33,2001-01-22,1,2001,2062.23,22,
"23,01,2001",97.14,-2.86,-0.04,2001-01-23,1,2001,2159.37,23,
"24,01,2001",96.18,-3.82,-0.99,2001-01-24,1,2001,2255.55,24,
"25,01,2001",96.76,-3.24,0.6,2001-01-25,1,2001,2352.31,25,
"26,01,2001",97.15,-2.85,0.4,2001-01-26,1,2001,2449.46,26,
"27,01,2001",97.15,-2.85,0,2001-01-27,1,2001,2546.61,27,
"28,01,2001",97.15,-2.85,0,2001-01-28,1,2001,2643.76,28,
"29,01,2001",96.53,-3.47,-0.64,2001-01-29,1,2001,2740.29,29,
"30,01,2001",96.65,-3.35,0.12,2001-01-30,1,2001,2836.94,30,
"31,01,2001",96.11,-3.89,-0.56,2001-01-31,1,2001,2933.05,31,
"01,02,2001",94.89,-5.11,-1.27,2001-02-01,2,2001,3027.94,32,
"02,02,2001",95.54,-4.46,0.69,2001-02-02,2,2001,3123.48,33,
"03,02,2001",95.54,-4.46,0,2001-02-03,2,2001,3219.02,34,
"04,02,2001",95.54,-4.46,0,2001-02-04,2,2001,3314.56,35,
"05,02,2001",95.48,-4.52,-0.06,2001-02-05,2,2001,3410.04,36,
"06,02,2001",95.38,-4.62,-0.1,2001-02-06,2,2001,3505.42,37,
"07,02,2001",94.73,-5.27,-0.68,2001-02-07,2,2001,3600.15,38,
"08,02,2001",94.35,-5.65,-0.4,2001-02-08,2,2001,3694.5,39,
"09,02,2001",93.86,-6.14,-0.52,2001-02-09,2,2001,3788.36,40,
"10,02,2001",93.86,-6.14,0,2001-02-10,2,2001,3882.22,41,
"11,02,2001",93.86,-6.14,0,2001-02-11,2,2001,3976.08,42,
"12,02,2001",93.95,-6.05,0.1,2001-02-12,2,2001,4070.03,43,
"13,02,2001",94.53,-5.47,0.62,2001-02-13,2,2001,4164.56,44,
"14,02,2001",94.41,-5.59,-0.13,2001-02-14,2,2001,4258.97,45,
"15,02,2001",94.5,-5.5,0.1,2001-02-15,2,2001,4353.47,46,
"16,02,2001",94.5,-5.5,0,2001-02-16,2,2001,4447.97,47,
"17,02,2001",94.5,-5.5,0,2001-02-17,2,2001,4542.47,48,
"18,02,2001",94.5,-5.5,0,2001-02-18,2,2001,4636.97,49,
"19,02,2001",94.55,-5.45,0.05,2001-02-19,2,2001,4731.52,50,
"20,02,2001",93.98,-6.02,-0.6,2001-02-20,2,2001,4825.5,51,
"21,02,2001",93.69,-6.31,-0.31,2001-02-21,2,2001,4919.19,52,
"22,02,2001",92.51,-7.49,-1.26,2001-02-22,2,2001,5011.7,53,
"23,02,2001",92.76,-7.24,0.27,2001-02-23,2,2001,5104.46,54,
"24,02,2001",92.76,-7.24,0,2001-02-24,2,2001,5197.22,55,
"25,02,2001",92.76,-7.24,0,2001-02-25,2,2001,5289.98,56,
"26,02,2001",92.59,-7.41,-0.18,2001-02-26,2,2001,5382.57,57,
"27,02,2001",92.5,-7.5,-0.1,2001-02-27,2,2001,5475.07,58,
"28,02,2001",92.54,-7.46,0.04,2001-02-28,2,2001,5567.61,59,
"01,03,2001",92.23,-7.77,-0.33,2001-03-01,3,2001,5659.84,60,
"02,03,2001",90.9,-9.1,-1.44,2001-03-02,3,2001,5750.74,61,
"03,03,2001",90.9,-9.1,0,2001-03-03,3,2001,5841.64,62,
"04,03,2001",90.9,-9.1,0,2001-03-04,3,2001,5932.54,63,
"05,03,2001",90.04,-9.96,-0.95,2001-03-05,3,2001,6022.58,64,
"06,03,2001",91.34,-8.66,1.44,2001-03-06,3,2001,6113.92,65,
"07,03,2001",91.36,-8.64,0.02,2001-03-07,3,2001,6205.28,66,
"08,03,2001",91.69,-8.31,0.36,2001-03-08,3,2001,6296.97,67,
"09,03,2001",91.78,-8.22,0.1,2001-03-09,3,2001,6388.75,68,
"10,03,2001",91.78,-8.22,0,2001-03-10,3,2001,6480.53,69,
"11,03,2001",91.78,-8.22,0,2001-03-11,3,2001,6572.31,70,
"12,03,2001",91.48,-8.52,-0.33,2001-03-12,3,2001,6663.79,71,
"13,03,2001",91.01,-8.99,-0.51,2001-03-13,3,2001,6754.8,72,
"14,03,2001",90.88,-9.12,-0.14,2001-03-14,3,2001,6845.68,73,
"15,03,2001",89.35,-10.65,-1.68,2001-03-15,3,2001,6935.03,74,
"16,03,2001",89.15,-10.85,-0.22,2001-03-16,3,2001,7024.18,75,
"17,03,2001",89.15,-10.85,0,2001-03-17,3,2001,7113.33,76,
"18,03,2001",89.15,-10.85,0,2001-03-18,3,2001,7202.48,77,
"19,03,2001",88.11,-11.89,-1.17,2001-03-19,3,2001,7290.59,78,
"20,03,2001",88.17,-11.83,0.07,2001-03-20,3,2001,7378.76,79,
"21,03,2001",87.35,-12.65,-0.93,2001-03-21,3,2001,7466.11,80,
"22,03,2001",87.32,-12.68,-0.03,2001-03-22,3,2001,7553.43,81,
"23,03,2001",87.36,-12.64,0.05,2001-03-23,3,2001,7640.79,82,
"24,03,2001",87.36,-12.64,0,2001-03-24,3,2001,7728.15,83,
"25,03,2001",87.36,-12.64,0,2001-03-25,3,2001,7815.51,84,
"26,03,2001",88.14,-11.86,0.89,2001-03-26,3,2001,7903.65,85,
"27,03,2001",87.67,-12.33,-0.53,2001-03-27,3,2001,7991.32,86,
"28,03,2001",88.35,-11.65,0.78,2001-03-28,3,2001,8079.67,87,
"29,03,2001",86.82,-13.18,-1.73,2001-03-29,3,2001,8166.49,88,
"30,03,2001",87.39,-12.61,0.66,2001-03-30,3,2001,8253.88,89,
"31,03,2001",87.39,-12.61,0,2001-03-31,3,2001,8341.27,90,
"01,04,2001",87.39,-12.61,0,2001-04-01,4,2001,87.39,1,92.68077778
"02,04,2001",88,-12,0.7,2001-04-02,4,2001,175.39,2,
"03,04,2001",86.26,-13.74,-1.98,2001-04-03,4,2001,261.65,3,
"04,04,2001",86.56,-13.44,0.35,2001-04-04,4,2001,348.21,4,
"05,04,2001",86.11,-13.89,-0.52,2001-04-05,4,2001,434.32,5,
"06,04,2001",86.62,-13.38,0.59,2001-04-06,4,2001,520.94,6,
"07,04,2001",86.62,-13.38,0,2001-04-07,4,2001,607.56,7,
"08,04,2001",86.62,-13.38,0,2001-04-08,4,2001,694.18,8,
"09,04,2001",86.54,-13.46,-0.09,2001-04-09,4,2001,780.72,9,
"10,04,2001",86.26,-13.74,-0.32,2001-04-10,4,2001,866.98,10,
"11,04,2001",86.69,-13.31,0.5,2001-04-11,4,2001,953.67,11,
"12,04,2001",87.1,-12.9,0.47,2001-04-12,4,2001,1040.77,12,
"13,04,2001",87.68,-12.32,0.67,2001-04-13,4,2001,1128.45,13,
"14,04,2001",87.68,-12.32,0,2001-04-14,4,2001,1216.13,14,
"15,04,2001",87.68,-12.32,0,2001-04-15,4,2001,1303.81,15,
"16,04,2001",87.68,-12.32,0,2001-04-16,4,2001,1391.49,16,
"17,04,2001",87.02,-12.98,-0.75,2001-04-17,4,2001,1478.51,17,
"18,04,2001",86.8,-13.2,-0.25,2001-04-18,4,2001,1565.31,18,
"19,04,2001",87.16,-12.84,0.41,2001-04-19,4,2001,1652.47,19,
"20,04,2001",87.48,-12.52,0.37,2001-04-20,4,2001,1739.95,20,
"21,04,2001",87.48,-12.52,0,2001-04-21,4,2001,1827.43,21,
"22,04,2001",87.48,-12.52,0,2001-04-22,4,2001,1914.91,22,
"23,04,2001",87.65,-12.35,0.19,2001-04-23,4,2001,2002.56,23,
"24,04,2001",86.83,-13.17,-0.94,2001-04-24,4,2001,2089.39,24,
"25,04,2001",86.82,-13.18,-0.01,2001-04-25,4,2001,2176.21,25,
"26,04,2001",86.77,-13.23,-0.06,2001-04-26,4,2001,2262.98,26,
"27,04,2001",86.7,-13.3,-0.08,2001-04-27,4,2001,2349.68,27,
"28,04,2001",86.7,-13.3,0,2001-04-28,4,2001,2436.38,28,
"29,04,2001",86.7,-13.3,0,2001-04-29,4,2001,2523.08,29,
"30,04,2001",86.25,-13.75,-0.52,2001-04-30,4,2001,2609.33,30,
"01,05,2001",85.95,-14.05,-0.35,2001-05-01,5,2001,2695.28,31,
"02,05,2001",86.42,-13.58,0.55,2001-05-02,5,2001,2781.7,32,
"03,05,2001",86.34,-13.66,-0.09,2001-05-03,5,2001,2868.04,33,
"04,05,2001",86.01,-13.99,-0.38,2001-05-04,5,2001,2954.05,34,
"05,05,2001",86.01,-13.99,0,2001-05-05,5,2001,3040.06,35,
"06,05,2001",86.01,-13.99,0,2001-05-06,5,2001,3126.07,36,
"07,05,2001",85.88,-14.12,-0.15,2001-05-07,5,2001,3211.95,37,
"08,05,2001",85.69,-14.31,-0.22,2001-05-08,5,2001,3297.64,38,
"09,05,2001",85.86,-14.14,0.2,2001-05-09,5,2001,3383.5,39,
"10,05,2001",85.21,-14.79,-0.76,2001-05-10,5,2001,3468.71,40,
"11,05,2001",85.57,-14.43,0.42,2001-05-11,5,2001,3554.28,41,
"12,05,2001",85.57,-14.43,0,2001-05-12,5,2001,3639.85,42,
"13,05,2001",85.57,-14.43,0,2001-05-13,5,2001,3725.42,43,
"14,05,2001",85.26,-14.74,-0.36,2001-05-14,5,2001,3810.68,44,
"15,05,2001",84.82,-15.18,-0.52,2001-05-15,5,2001,3895.5,45,
"16,05,2001",83.88,-16.12,-1.11,2001-05-16,5,2001,3979.38,46,
"17,05,2001",84.89,-15.11,1.2,2001-05-17,5,2001,4064.27,47,
"18,05,2001",84.7,-15.3,-0.22,2001-05-18,5,2001,4148.97,48,
"19,05,2001",84.7,-15.3,0,2001-05-19,5,2001,4233.67,49,
"20,05,2001",84.7,-15.3,0,2001-05-20,5,2001,4318.37,50,
"21,05,2001",84.43,-15.57,-0.32,2001-05-21,5,2001,4402.8,51,
"22,05,2001",84.57,-15.43,0.17,2001-05-22,5,2001,4487.37,52,
"23,05,2001",84.84,-15.16,0.32,2001-05-23,5,2001,4572.21,53,
"24,05,2001",84.71,-15.29,-0.15,2001-05-24,5,2001,4656.92,54,
"25,05,2001",84.66,-15.34,-0.06,2001-05-25,5,2001,4741.58,55,
"26,05,2001",84.66,-15.34,0,2001-05-26,5,2001,4826.24,56,
"27,05,2001",84.66,-15.34,0,2001-05-27,5,2001,4910.9,57,
"28,05,2001",84.53,-15.47,-0.15,2001-05-28,5,2001,4995.43,58,
"29,05,2001",84.4,-15.6,-0.15,2001-05-29,5,2001,5079.83,59,
"30,05,2001",84.34,-15.66,-0.07,2001-05-30,5,2001,5164.17,60,
"31,05,2001",84.35,-15.65,0.01,2001-05-31,5,2001,5248.52,61,
"01,06,2001",83.74,-16.26,-0.72,2001-06-01,6,2001,5332.26,62,
"02,06,2001",83.74,-16.26,0,2001-06-02,6,2001,5416,63,
"03,06,2001",83.74,-16.26,0,2001-06-03,6,2001,5499.74,64,
"04,06,2001",83.47,-16.53,-0.32,2001-06-04,6,2001,5583.21,65,
"05,06,2001",82.86,-17.14,-0.73,2001-06-05,6,2001,5666.07,66,
"06,06,2001",82.83,-17.17,-0.04,2001-06-06,6,2001,5748.9,67,
"07,06,2001",82.91,-17.09,0.1,2001-06-07,6,2001,5831.81,68,
"08,06,2001",82.85,-17.15,-0.07,2001-06-08,6,2001,5914.66,69,
"09,06,2001",82.85,-17.15,0,2001-06-09,6,2001,5997.51,70,
"10,06,2001",82.85,-17.15,0,2001-06-10,6,2001,6080.36,71,
"11,06,2001",82.6,-17.4,-0.3,2001-06-11,6,2001,6162.96,72,
"12,06,2001",82.89,-17.11,0.35,2001-06-12,6,2001,6245.85,73,
"13,06,2001",83.1,-16.9,0.25,2001-06-13,6,2001,6328.95,74,
"14,06,2001",83.02,-16.98,-0.1,2001-06-14,6,2001,6411.97,75,
"15,06,2001",82.18,-17.82,-1.01,2001-06-15,6,2001,6494.15,76,
"16,06,2001",82.18,-17.82,0,2001-06-16,6,2001,6576.33,77,
"17,06,2001",82.18,-17.82,0,2001-06-17,6,2001,6658.51,78,
"18,06,2001",83.6,-16.4,1.73,2001-06-18,6,2001,6742.11,79,
"19,06,2001",83.05,-16.95,-0.66,2001-06-19,6,2001,6825.16,80,
"20,06,2001",82.71,-17.29,-0.41,2001-06-20,6,2001,6907.87,81,
"21,06,2001",82.37,-17.63,-0.41,2001-06-21,6,2001,6990.24,82,
"22,06,2001",81.96,-18.04,-0.5,2001-06-22,6,2001,7072.2,83,
"23,06,2001",81.96,-18.04,0,2001-06-23,6,2001,7154.16,84,
"24,06,2001",81.96,-18.04,0,2001-06-24,6,2001,7236.12,85,
"25,06,2001",81.8,-18.2,-0.2,2001-06-25,6,2001,7317.92,86,
"26,06,2001",80.56,-19.44,-1.52,2001-06-26,6,2001,7398.48,87,
"27,06,2001",80.04,-19.96,-0.65,2001-06-27,6,2001,7478.52,88,
"28,06,2001",79.93,-20.07,-0.14,2001-06-28,6,2001,7558.45,89,
"29,06,2001",82.13,-17.87,2.75,2001-06-29,6,2001,7640.58,90,
"30,06,2001",82.13,-17.87,0,2001-06-30,6,2001,7722.71,91,
"01,07,2001",82.13,-17.87,0,2001-07-01,7,2001,82.13,1,84.86494505
"02,07,2001",80.89,-19.11,-1.51,2001-07-02,7,2001,163.02,2,
"03,07,2001",80.91,-19.09,0.02,2001-07-03,7,2001,243.93,3,
"04,07,2001",80.58,-19.42,-0.41,2001-07-04,7,2001,324.51,4,
"05,07,2001",79.68,-20.32,-1.12,2001-07-05,7,2001,404.19,5,
"06,07,2001",79.68,-20.32,0,2001-07-06,7,2001,483.87,6,
"07,07,2001",79.68,-20.32,0,2001-07-07,7,2001,563.55,7,
"08,07,2001",79.68,-20.32,0,2001-07-08,7,2001,643.23,8,
"09,07,2001",79.51,-20.49,-0.21,2001-07-09,7,2001,722.74,9,
"10,07,2001",79.44,-20.56,-0.09,2001-07-10,7,2001,802.18,10,
"11,07,2001",78.55,-21.45,-1.12,2001-07-11,7,2001,880.73,11,
"12,07,2001",78.38,-21.62,-0.22,2001-07-12,7,2001,959.11,12,
"13,07,2001",77.32,-22.68,-1.35,2001-07-13,7,2001,1036.43,13,
"14,07,2001",77.32,-22.68,0,2001-07-14,7,2001,1113.75,14,
"15,07,2001",77.32,-22.68,0,2001-07-15,7,2001,1191.07,15,
"16,07,2001",76.37,-23.63,-1.23,2001-07-16,7,2001,1267.44,16,
"17,07,2001",75.1,-24.9,-1.66,2001-07-17,7,2001,1342.54,17,
"18,07,2001",75.14,-24.86,0.05,2001-07-18,7,2001,1417.68,18,
"19,07,2001",75.3,-24.7,0.21,2001-07-19,7,2001,1492.98,19,
"20,07,2001",75.38,-24.62,0.11,2001-07-20,7,2001,1568.36,20,
"21,07,2001",75.38,-24.62,0,2001-07-21,7,2001,1643.74,21,
"22,07,2001",75.38,-24.62,0,2001-07-22,7,2001,1719.12,22,
"23,07,2001",75,-25,-0.5,2001-07-23,7,2001,1794.12,23,
"24,07,2001",75,-25,0,2001-07-24,7,2001,1869.12,24,
"25,07,2001",74.73,-25.27,-0.36,2001-07-25,7,2001,1943.85,25,
"26,07,2001",74.5,-25.5,-0.31,2001-07-26,7,2001,2018.35,26,
"27,07,2001",74.55,-25.45,0.07,2001-07-27,7,2001,2092.9,27,
"28,07,2001",74.55,-25.45,0,2001-07-28,7,2001,2167.45,28,
"29,07,2001",74.55,-25.45,0,2001-07-29,7,2001,2242,29,
"30,07,2001",74.3,-25.7,-0.34,2001-07-30,7,2001,2316.3,30,
"31,07,2001",74.74,-25.26,0.59,2001-07-31,7,2001,2391.04,31,
"01,08,2001",73.96,-26.04,-1.04,2001-08-01,8,2001,2465,32,
"02,08,2001",73.96,-26.04,0,2001-08-02,8,2001,2538.96,33,
"03,08,2001",74.25,-25.75,0.39,2001-08-03,8,2001,2613.21,34,
"04,08,2001",74.25,-25.75,0,2001-08-04,8,2001,2687.46,35,
"05,08,2001",74.25,-25.75,0,2001-08-05,8,2001,2761.71,36,
"06,08,2001",74.25,-25.75,0,2001-08-06,8,2001,2835.96,37,
"07,08,2001",73.47,-26.53,-1.05,2001-08-07,8,2001,2909.43,38,
"08,08,2001",73.77,-26.23,0.41,2001-08-08,8,2001,2983.2,39,
"09,08,2001",73.47,-26.53,-0.41,2001-08-09,8,2001,3056.67,40,
"10,08,2001",73.49,-26.51,0.03,2001-08-10,8,2001,3130.16,41,
"11,08,2001",73.49,-26.51,0,2001-08-11,8,2001,3203.65,42,
"12,08,2001",73.49,-26.51,0,2001-08-12,8,2001,3277.14,43,
"13,08,2001",73.6,-26.4,0.15,2001-08-13,8,2001,3350.74,44,
"14,08,2001",72.57,-27.43,-1.4,2001-08-14,8,2001,3423.31,45,
"15,08,2001",72.57,-27.43,0,2001-08-15,8,2001,3495.88,46,
"16,08,2001",71.48,-28.52,-1.5,2001-08-16,8,2001,3567.36,47,
"17,08,2001",70.76,-29.24,-1.01,2001-08-17,8,2001,3638.12,48,
"18,08,2001",70.76,-29.24,0,2001-08-18,8,2001,3708.88,49,
"19,08,2001",70.76,-29.24,0,2001-08-19,8,2001,3779.64,50,
"20,08,2001",70.37,-29.63,-0.55,2001-08-20,8,2001,3850.01,51,
"21,08,2001",69.99,-30.01,-0.54,2001-08-21,8,2001,3920,52,
"22,08,2001",69.39,-30.61,-0.86,2001-08-22,8,2001,3989.39,53,
"23,08,2001",69.81,-30.19,0.61,2001-08-23,8,2001,4059.2,54,
"24,08,2001",69.72,-30.28,-0.13,2001-08-24,8,2001,4128.92,55,
"25,08,2001",69.72,-30.28,0,2001-08-25,8,2001,4198.64,56,
"26,08,2001",69.72,-30.28,0,2001-08-26,8,2001,4268.36,57,
"27,08,2001",70.19,-29.81,0.67,2001-08-27,8,2001,4338.55,58,
"28,08,2001",70.48,-29.52,0.41,2001-08-28,8,2001,4409.03,59,
"29,08,2001",70.9,-29.1,0.6,2001-08-29,8,2001,4479.93,60,
"30,08,2001",71.23,-28.77,0.47,2001-08-30,8,2001,4551.16,61,
"31,08,2001",68.55,-31.45,-3.76,2001-08-31,8,2001,4619.71,62,
"01,09,2001",68.55,-31.45,0,2001-09-01,9,2001,4688.26,63,
"02,09,2001",68.55,-31.45,0,2001-09-02,9,2001,4756.81,64,
"03,09,2001",68.27,-31.73,-0.41,2001-09-03,9,2001,4825.08,65,
"04,09,2001",69.28,-30.72,1.48,2001-09-04,9,2001,4894.36,66,
"05,09,2001",69.11,-30.89,-0.25,2001-09-05,9,2001,4963.47,67,
"06,09,2001",68.62,-31.38,-0.71,2001-09-06,9,2001,5032.09,68,
"07,09,2001",67.69,-32.31,-1.36,2001-09-07,9,2001,5099.78,69,
"08,09,2001",67.69,-32.31,0,2001-09-08,9,2001,5167.47,70,
"09,09,2001",67.69,-32.31,0,2001-09-09,9,2001,5235.16,71,
"10,09,2001",66.92,-33.08,-1.14,2001-09-10,9,2001,5302.08,72,
"11,09,2001",65.92,-34.08,-1.49,2001-09-11,9,2001,5368,73,
"12,09,2001",64.53,-35.47,-2.11,2001-09-12,9,2001,5432.53,74,
"13,09,2001",64.41,-35.59,-0.19,2001-09-13,9,2001,5496.94,75,
"14,09,2001",64.01,-35.99,-0.62,2001-09-14,9,2001,5560.95,76,
"15,09,2001",64.01,-35.99,0,2001-09-15,9,2001,5624.96,77,
"16,09,2001",64.01,-35.99,0,2001-09-16,9,2001,5688.97,78,
"17,09,2001",63.37,-36.63,-1,2001-09-17,9,2001,5752.34,79,
"18,09,2001",63.18,-36.82,-0.3,2001-09-18,9,2001,5815.52,80,
"19,09,2001",64.55,-35.45,2.17,2001-09-19,9,2001,5880.07,81,
"20,09,2001",65.96,-34.04,2.18,2001-09-20,9,2001,5946.03,82,
"21,09,2001",65.58,-34.42,-0.58,2001-09-21,9,2001,6011.61,83,
"22,09,2001",65.58,-34.42,0,2001-09-22,9,2001,6077.19,84,
"23,09,2001",65.58,-34.42,0,2001-09-23,9,2001,6142.77,85,
"24,09,2001",66.65,-33.35,1.63,2001-09-24,9,2001,6209.42,86,
"25,09,2001",68.04,-31.96,2.09,2001-09-25,9,2001,6277.46,87,
"26,09,2001",67.79,-32.21,-0.37,2001-09-26,9,2001,6345.25,88,
"27,09,2001",69.66,-30.34,2.76,2001-09-27,9,2001,6414.91,89,
"28,09,2001",68.81,-31.19,-1.22,2001-09-28,9,2001,6483.72,90,
"29,09,2001",68.81,-31.19,0,2001-09-29,9,2001,6552.53,91,
"30,09,2001",68.81,-31.19,0,2001-09-30,9,2001,6621.34,92,
"01,10,2001",69.8,-30.2,1.44,2001-10-01,10,2001,69.8,1,71.97108696
"02,10,2001",68.51,-31.49,-1.85,2001-10-02,10,2001,138.31,2,
"03,10,2001",69.21,-30.79,1.02,2001-10-03,10,2001,207.52,3,
"04,10,2001",68.67,-31.33,-0.78,2001-10-04,10,2001,276.19,4,
"05,10,2001",70.1,-29.9,2.08,2001-10-05,10,2001,346.29,5,
"06,10,2001",70.1,-29.9,0,2001-10-06,10,2001,416.39,6,
"07,10,2001",70.1,-29.9,0,2001-10-07,10,2001,486.49,7,
"08,10,2001",70.31,-29.69,0.3,2001-10-08,10,2001,556.8,8,
"09,10,2001",70.64,-29.36,0.47,2001-10-09,10,2001,627.44,9,
"10,10,2001",71.29,-28.71,0.92,2001-10-10,10,2001,698.73,10,
"11,10,2001",71.47,-28.53,0.25,2001-10-11,10,2001,770.2,11,
"12,10,2001",71.82,-28.18,0.49,2001-10-12,10,2001,842.02,12,
"13,10,2001",71.82,-28.18,0,2001-10-13,10,2001,913.84,13,
"14,10,2001",71.82,-28.18,0,2001-10-14,10,2001,985.66,14,
"15,10,2001",71.15,-28.85,-0.93,2001-10-15,10,2001,1056.81,15,
"16,10,2001",71.46,-28.54,0.44,2001-10-16,10,2001,1128.27,16,
"17,10,2001",71.51,-28.49,0.07,2001-10-17,10,2001,1199.78,17,
"18,10,2001",71.04,-28.96,-0.66,2001-10-18,10,2001,1270.82,18,
"19,10,2001",70.54,-29.46,-0.7,2001-10-19,10,2001,1341.36,19,
"20,10,2001",70.54,-29.46,0,2001-10-20,10,2001,1411.9,20,
"21,10,2001",70.54,-29.46,0,2001-10-21,10,2001,1482.44,21,
"22,10,2001",71.16,-28.84,0.88,2001-10-22,10,2001,1553.6,22,
"23,10,2001",71.18,-28.82,0.03,2001-10-23,10,2001,1624.78,23,
"24,10,2001",70.72,-29.28,-0.65,2001-10-24,10,2001,1695.5,24,
"25,10,2001",71.69,-28.31,1.37,2001-10-25,10,2001,1767.19,25,
"26,10,2001",72.14,-27.86,0.63,2001-10-26,10,2001,1839.33,26,
"27,10,2001",72.14,-27.86,0,2001-10-27,10,2001,1911.47,27,
"28,10,2001",72.14,-27.86,0,2001-10-28,10,2001,1983.61,28,
"29,10,2001",72.36,-27.64,0.3,2001-10-29,10,2001,2055.97,29,
"30,10,2001",72.75,-27.25,0.54,2001-10-30,10,2001,2128.72,30,
"31,10,2001",73.01,-26.99,0.36,2001-10-31,10,2001,2201.73,31,
"01,11,2001",73.01,-26.99,0,2001-11-01,11,2001,2274.74,32,
"02,11,2001",73.01,-26.99,0,2001-11-02,11,2001,2347.75,33,
"03,11,2001",73.01,-26.99,0,2001-11-03,11,2001,2420.76,34,
"04,11,2001",73.01,-26.99,0,2001-11-04,11,2001,2493.77,35,
"05,11,2001",72.74,-27.26,-0.37,2001-11-05,11,2001,2566.51,36,
"06,11,2001",72.61,-27.39,-0.18,2001-11-06,11,2001,2639.12,37,
"07,11,2001",72.04,-27.96,-0.79,2001-11-07,11,2001,2711.16,38,
"08,11,2001",71.85,-28.15,-0.26,2001-11-08,11,2001,2783.01,39,
"09,11,2001",72.02,-27.98,0.24,2001-11-09,11,2001,2855.03,40,
"10,11,2001",72.13,-27.87,0.15,2001-11-10,11,2001,2927.16,41,
"11,11,2001",72.13,-27.87,0,2001-11-11,11,2001,2999.29,42,
"12,11,2001",72.87,-27.13,1.03,2001-11-12,11,2001,3072.16,43,
"13,11,2001",72.49,-27.51,-0.52,2001-11-13,11,2001,3144.65,44,
"14,11,2001",72.67,-27.33,0.25,2001-11-14,11,2001,3217.32,45,
"15,11,2001",73,-27,0.45,2001-11-15,11,2001,3290.32,46,
