"TIME","GEO","UNIT","S_ADJ","INDIC","Value","Flag and Footnotes"
"2015M11","Luxembourg","Thousand persons","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Total","18",""
"2015M12","Estonia","Thousand persons","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Total","44",""
"2015M12","Lithuania","Thousand persons","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Total","139",""
"2015M12","Luxembourg","Thousand persons","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Total","19",""
"2016M01","Estonia","Thousand persons","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Total","45",""
"2016M01","Lithuania","Thousand persons","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Total","127",""
"2016M01","Luxembourg","Thousand persons","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Total","19",""
"2016M02","Estonia","Thousand persons","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Total","44",""
"2016M02","Lithuania","Thousand persons","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Total","122",""
"2016M02","Luxembourg","Thousand persons","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Total","18",""
"2016M03","Estonia","Thousand persons","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Total","47",""
"2016M03","Lithuania","Thousand persons","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Total","119",""
"2016M03","Luxembourg","Thousand persons","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Total","18",""
"2016M04","Estonia","Thousand persons","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Total","45",""
"2016M04","Lithuania","Thousand persons","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Total","117",""
"2016M04","Luxembourg","Thousand persons","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Total","17",""
"2016M05","Estonia","Thousand persons","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Total","45",""
"2016M05","Lithuania","Thousand persons","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Total","119",""
"2016M05","Luxembourg","Thousand persons","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Total","16",""
"2016M06","Estonia","Thousand persons","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Total","48",""
"2016M06","Lithuania","Thousand persons","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Total","121",""
"2016M06","Luxembourg","Thousand persons","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Total","16",""
"2016M07","Estonia","Thousand persons","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Total",":",""
"2016M07","Lithuania","Thousand persons","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Total","128",""
"2016M07","Luxembourg","Thousand persons","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Total","16",""
"2016M08","Estonia","Thousand persons","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Total",":",""
"2016M08","Lithuania","Thousand persons","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Total",":",""
"2016M08","Luxembourg","Thousand persons","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Total",":",""
